<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,<a id=8 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=9 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=10 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=11 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
<a href='https://hf.co/tencent/Hunyuan-7B-Instruct'>tencent/Hunyuan-7B-Instruct</a>,🤔,3.11@@3.11,7504568320.0,128167.0,32768.0,✓,✗,67.87 ± 1.69 / 83.52 ± 0.99@@67.87,37.15 ± 2.06 / 31.31 ± 2.31@@37.15,-1.71 ± 2.71 / 34.07 ± 0.47@@-1.71,40.42 ± 0.45 / 0.00 ± 0.00@@40.42,16.2.2.dev0@@160202,16.3.0.dev0@@160300,16.2.2.dev0@@160202,16.3.0.dev0@@160300
<a href='https://hf.co/Qwen/Qwen3-0.6B'>Qwen/Qwen3-0.6B#no-thinking</a>,📝,3.13@@3.13,751632384.0,151936.0,40960.0,✓,✗,58.89 ± 7.27 / 75.51 ± 6.24@@58.89,33.19 ± 1.44 / 29.85 ± 1.62@@33.19,6.32 ± 2.72 / 44.09 ± 5.06@@6.32,41.78 ± 0.91 / 18.77 ± 1.34@@41.78,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101
<a href='https://hf.co/Qwen/Qwen1.5-4B'>Qwen/Qwen1.5-4B</a>,📝,3.14@@3.14,3950369280.0,151936.0,32768.0,✓,✗,83.66 ± 0.90 / 91.74 ± 0.46@@83.66,35.74 ± 3.22 / 31.74 ± 2.24@@35.74,0.23 ± 0.44 / 33.35 ± 0.31@@0.23,24.05 ± 0.72 / 1.74 ± 0.60@@24.05,15.7.1.dev0@@150701,12.5.2@@120502,12.1.0@@120100,14.3.0@@140300
<a href='https://hf.co/PleIAs/Pleias-1.2b-Preview'>PleIAs/Pleias-1.2b-Preview</a>,🧠,3.15@@3.15,1195468800.0,65536.0,2048.0,✓,✗,57.60 ± 7.66 / 76.15 ± 6.19@@57.60,38.22 ± 3.45 / 35.62 ± 3.90@@38.22,1.85 ± 1.45 / 40.34 ± 3.41@@1.85,41.43 ± 1.95 / 29.92 ± 1.72@@41.43,15.7.1.dev0@@150701,14.0.4@@140004,14.1.2@@140102,14.3.0@@140300
<a href='https://hf.co/NorwAI/NorwAI-Llama2-7B'>NorwAI/NorwAI-Llama2-7B</a>,🧠,3.15@@3.15,7033270272.0,67993.0,4224.0,✓,✗,77.25 ± 3.24 / 87.38 ± 2.13@@77.25,22.50 ± 2.27 / 24.09 ± 2.40@@22.50,-0.61 ± 1.30 / 46.51 ± 2.55@@-0.61,45.36 ± 2.90 / 32.97 ± 2.21@@45.36,15.7.1.dev0@@150701,12.10.4@@121004,12.10.4@@121004,14.3.0@@140300
<a href='https://hf.co/Qwen/Qwen1.5-1.8B-Chat'>Qwen/Qwen1.5-1.8B-Chat</a>,📝,3.18@@3.18,1836828672.0,151936.0,32768.0,✗,✗,67.06 ± 2.96 / 82.32 ± 2.18@@67.06,23.44 ± 5.09 / 25.00 ± 2.33@@23.44,4.11 ± 1.73 / 43.70 ± 3.47@@4.11,47.43 ± 1.55 / 31.45 ± 2.42@@47.43,15.7.1.dev0@@150701,12.5.2@@120502,12.1.0@@120100,14.2.0.dev0@@140200
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-20b'>AI-Sweden-Models/gpt-sw3-20b</a>,🧠,3.19@@3.19,20918423552.0,64000.0,2048.0,✓,✗,32.84 ± 6.07 / 65.57 ± 3.39@@32.84,35.98 ± 3.72 / 34.31 ± 2.76@@35.98,1.93 ± 1.04 / 47.93 ± 2.28@@1.93,56.02 ± 0.94 / 43.71 ± 1.22@@56.02,15.7.0.dev0@@150700,14.3.0@@140300,14.3.0@@140300,14.3.0@@140300
<a href='https://hf.co/microsoft/Phi-4-reasoning'>microsoft/Phi-4-reasoning</a>,🤔,3.19@@3.19,14659507200.0,100352.0,32768.0,✓,✗,42.97 ± 3.55 / 64.71 ± 2.83@@42.97,41.73 ± 6.35 / 33.58 ± 5.10@@41.73,9.06 ± 10.73 / 52.52 ± 5.18@@9.06,34.10 ± 2.45 / 0.00 ± 0.00@@34.10,15.9.2@@150902,15.9.2@@150902,15.9.2@@150902,15.9.2@@150902
<a href='https://hf.co/ibm-granite/granite-3.0-1b-a400m-instruct'>ibm-granite/granite-3.0-1b-a400m-instruct</a>,📝,3.20@@3.20,1334628352.0,49155.0,4096.0,✓,✗,64.57 ± 2.64 / 80.22 ± 2.20@@64.57,30.60 ± 2.69 / 26.10 ± 1.90@@30.60,1.04 ± 1.52 / 45.97 ± 3.20@@1.04,41.33 ± 1.21 / 31.91 ± 1.05@@41.33,15.7.1.dev0@@150701,13.2.0@@130200,13.2.0@@130200,14.2.0.dev0@@140200
<a href='https://hf.co/google/gemma-7b-it'>google/gemma-7b-it</a>,📝,3.21@@3.21,8537680896.0,256000.0,8192.0,✗,✗,49.33 ± 11.04 / 71.80 ± 6.02@@49.33,45.08 ± 4.16 / 39.03 ± 4.16@@45.08,5.37 ± 2.12 / 46.76 ± 4.10@@5.37,24.21 ± 2.12 / 5.17 ± 1.38@@24.21,15.7.0.dev0@@150700,15.6.1@@150601,15.6.1@@150601,15.6.1@@150601
<a href='https://hf.co/sentence-transformers/distiluse-base-multilingual-cased'>sentence-transformers/distiluse-base-multilingual-cased</a>,🔍,3.21@@3.21,134735618.0,119547.0,512.0,✓,✗,37.23 ± 4.68 / 68.13 ± 2.48@@37.23,56.98 ± 1.37 / 66.91 ± 1.60@@56.98,19.37 ± 4.34 / 56.74 ± 3.13@@19.37,7.91 ± 0.25 / 3.11 ± 0.37@@7.91,15.7.2.dev0@@150702,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/LiquidAI/LFM2-1.2B'>LiquidAI/LFM2-1.2B</a>,📝,3.21@@3.21,1170340608.0,65536.0,128000.0,✗,✗,52.61 ± 1.85 / 75.40 ± 1.35@@52.61,37.11 ± 2.71 / 23.12 ± 1.42@@37.11,3.93 ± 1.21 / 41.68 ± 2.24@@3.93,37.58 ± 0.45 / 20.50 ± 0.60@@37.58,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600
<a href='https://hf.co/utter-project/EuroMoE-2.6B-A0.6B-Preview'>utter-project/EuroMoE-2.6B-A0.6B-Preview</a>,🧠,3.25@@3.25,2611528704.0,128000.0,4096.0,✓,✗,66.54 ± 4.41 / 80.20 ± 3.22@@66.54,13.26 ± 4.09 / 15.58 ± 2.52@@13.26,2.54 ± 2.72 / 42.46 ± 4.09@@2.54,55.92 ± 1.21 / 41.96 ± 1.54@@55.92,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001
<a href='https://hf.co/google/gemma-2b-it'>google/gemma-2b-it</a>,📝,3.25@@3.25,2506172416.0,256000.0,8192.0,✗,✗,58.89 ± 4.49 / 75.33 ± 3.82@@58.89,35.26 ± 1.99 / 29.18 ± 2.67@@35.26,1.78 ± 1.98 / 47.52 ± 2.02@@1.78,32.44 ± 3.87 / 16.22 ± 3.97@@32.44,15.8.1.dev0@@150801,15.6.1.dev0@@150601,15.6.1.dev0@@150601,15.6.1.dev0@@150601
<a href='https://hf.co/state-spaces/mamba-2.8b-hf'>state-spaces/mamba-2.8b-hf</a>,🧠,3.27@@3.27,2768345600.0,50280.0,33024.0,✓,✗,69.95 ± 4.46 / 82.37 ± 3.16@@69.95,22.95 ± 1.99 / 23.05 ± 1.55@@22.95,3.12 ± 1.51 / 45.58 ± 4.56@@3.12,34.26 ± 1.79 / 22.23 ± 1.22@@34.26,15.7.1.dev0@@150701,13.0.0@@130000,13.0.0@@130000,15.6.1.dev0@@150601
<a href='https://hf.co/timpal0l/Mistral-7B-v0.1-flashback-v2'>timpal0l/Mistral-7B-v0.1-flashback-v2</a>,📝,3.27@@3.27,7241732096.0,32000.0,4096.0,✓,✗,74.48 ± 3.17 / 86.64 ± 1.75@@74.48,33.98 ± 3.34 / 23.26 ± 2.04@@33.98,-0.34 ± 0.84 / 37.53 ± 3.67@@-0.34,21.22 ± 1.68 / 0.01 ± 0.01@@21.22,15.7.1.dev0@@150701,15.1.0@@150100,15.1.0@@150100,15.1.0@@150100
<a href='https://hf.co/PleIAs/Pleias-3b-Preview'>PleIAs/Pleias-3b-Preview</a>,🧠,3.28@@3.28,3211926528.0,65536.0,4096.0,✓,✗,53.19 ± 5.27 / 71.71 ± 4.57@@53.19,31.13 ± 3.71 / 29.34 ± 2.26@@31.13,1.23 ± 1.73 / 44.71 ± 3.28@@1.23,39.42 ± 1.97 / 29.42 ± 1.35@@39.42,15.7.1.dev0@@150701,14.0.4@@140004,14.1.2@@140102,14.3.0@@140300
<a href='https://hf.co/EuropeanParliament/EUBERT'>EuropeanParliament/EUBERT</a>,🔍,3.30@@3.30,93990500.0,65636.0,512.0,✓,✗,29.49 ± 2.26 / 64.42 ± 1.19@@29.49,47.07 ± 1.89 / 47.22 ± 1.74@@47.07,11.75 ± 4.24 / 55.19 ± 1.94@@11.75,25.84 ± 2.61 / 16.20 ± 1.95@@25.84,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/ibm-granite/granite-3.0-1b-a400m-base'>ibm-granite/granite-3.0-1b-a400m-base</a>,🧠,3.31@@3.31,1384956928.0,49152.0,4096.0,✓,✗,73.42 ± 1.82 / 85.88 ± 1.17@@73.42,12.76 ± 7.37 / 14.65 ± 5.86@@12.76,0.69 ± 1.52 / 44.03 ± 3.52@@0.69,47.01 ± 1.39 / 36.69 ± 1.41@@47.01,15.7.1.dev0@@150701,13.2.0@@130200,13.2.0@@130200,14.3.0@@140300
<a href='https://hf.co/sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2'>sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2</a>,🔍,3.32@@3.32,117654272.0,250037.0,512.0,✓,✗,40.32 ± 11.62 / 68.40 ± 7.75@@40.32,59.61 ± 2.40 / 67.02 ± 1.16@@59.61,-0.04 ± 1.84 / 48.65 ± 1.21@@-0.04,9.13 ± 0.30 / 2.35 ± 0.26@@9.13,15.7.1.dev0@@150701,12.6.1@@120601,12.6.1@@120601,14.3.0@@140300
<a href='https://hf.co/sentence-transformers/distiluse-base-multilingual-cased-v1'>sentence-transformers/distiluse-base-multilingual-cased-v1</a>,🔍,3.32@@3.32,134734080.0,119547.0,512.0,✓,✗,38.45 ± 7.77 / 68.18 ± 4.43@@38.45,58.67 ± 1.07 / 68.27 ± 0.94@@58.67,9.27 ± 4.66 / 52.04 ± 4.01@@9.27,5.73 ± 0.78 / 1.50 ± 0.39@@5.73,15.7.1.dev0@@150701,<9.2.0@@0,<9.2.0@@0,14.2.0.dev0@@140200
<a href='https://hf.co/jpostma/DagoBERT'>jpostma/DagoBERT</a>,🔍,3.32@@3.32,116173826.0,40000.0,512.0,✓,✗,27.99 ± 3.89 / 60.85 ± 4.03@@27.99,42.28 ± 1.41 / 47.68 ± 1.08@@42.28,31.21 ± 1.62 / 64.82 ± 0.69@@31.21,10.10 ± 0.24 / 2.50 ± 0.31@@10.10,15.7.1.dev0@@150701,<9.2.0@@0,<9.2.0@@0,14.2.0.dev0@@140200
<a href='https://hf.co/utter-project/EuroLLM-1.7B-Instruct'>utter-project/EuroLLM-1.7B-Instruct</a>,📝,3.34@@3.34,1656850432.0,128000.0,4096.0,✓,✗,29.84 ± 6.79 / 50.04 ± 5.65@@29.84,28.88 ± 2.13 / 26.35 ± 1.73@@28.88,2.30 ± 1.68 / 41.14 ± 3.85@@2.30,53.57 ± 2.55 / 38.88 ± 1.80@@53.57,15.7.1.dev0@@150701,15.1.0@@150100,15.1.0@@150100,15.1.0@@150100
<a href='https://hf.co/sentence-transformers/distilbert-multilingual-nli-stsb-quora-ranking'>sentence-transformers/distilbert-multilingual-nli-stsb-quora-ranking</a>,🔍,3.35@@3.35,134734080.0,119547.0,512.0,✓,✗,33.77 ± 6.97 / 66.54 ± 3.77@@33.77,65.04 ± 1.07 / 70.94 ± 0.61@@65.04,-0.95 ± 1.35 / 49.00 ± 0.64@@-0.95,8.47 ± 0.75 / 2.22 ± 0.36@@8.47,15.7.1.dev0@@150701,12.6.1@@120601,12.6.1@@120601,14.2.0.dev0@@140200
<a href='https://hf.co/answerdotai/ModernBERT-large'>answerdotai/ModernBERT-large</a>,🔍,3.38@@3.38,395881664.0,50368.0,8192.0,✓,✗,28.30 ± 8.43 / 61.01 ± 5.40@@28.30,42.76 ± 4.12 / 57.61 ± 2.59@@42.76,7.72 ± 4.20 / 52.14 ± 3.05@@7.72,27.55 ± 1.30 / 14.64 ± 1.42@@27.55,15.7.1.dev0@@150701,15.5.0.dev0@@150500,15.5.0.dev0@@150500,15.5.0.dev0@@150500
<a href='https://hf.co/dbmdz/bert-base-historic-multilingual-cased'>dbmdz/bert-base-historic-multilingual-cased</a>,🔍,3.38@@3.38,111243522.0,32000.0,512.0,✓,✗,13.63 ± 4.05 / 54.50 ± 3.06@@13.63,56.69 ± 1.80 / 68.42 ± 0.85@@56.69,3.02 ± 1.45 / 50.08 ± 1.17@@3.02,27.91 ± 0.89 / 15.60 ± 0.78@@27.91,15.7.1.dev0@@150701,12.6.1@@120601,12.6.1@@120601,14.2.0.dev0@@140200
<a href='https://hf.co/kyutai/helium-1-2b'>kyutai/helium-1-2b</a>,🧠,3.40@@3.40,2023868416.0,64000.0,4096.0,✓,✗,0.00 ± 0.00 / 32.91 ± 0.23@@0.00,33.76 ± 4.18 / 28.90 ± 2.93@@33.76,1.14 ± 1.44 / 33.49 ± 0.25@@1.14,70.75 ± 1.68 / 56.83 ± 1.11@@70.75,16.0.0.dev0@@160000,16.0.0.dev0@@160000,16.0.0.dev0@@160000,16.0.0.dev0@@160000
<a href='https://hf.co/RuterNorway/Llama-2-7b-chat-norwegian'>RuterNorway/Llama-2-7b-chat-norwegian</a>,📝,3.43@@3.43,?,32000.0,4096.0,✗,✗,49.20 ± 9.70 / 67.23 ± 8.56@@49.20,35.49 ± 3.10 / 29.35 ± 2.75@@35.49,2.52 ± 2.14 / 42.60 ± 4.80@@2.52,21.47 ± 1.36 / 16.14 ± 1.35@@21.47,15.7.1.dev0@@150701,9.3.1@@90301,9.3.1@@90301,14.2.0.dev0@@140200
<a href='https://hf.co/infly/OpenCoder-1.5B-Instruct'>infly/OpenCoder-1.5B-Instruct</a>,📝,3.44@@3.44,1905650880.0,96640.0,4096.0,✗,✗,25.48 ± 6.17 / 53.74 ± 7.08@@25.48,40.04 ± 3.53 / 30.62 ± 2.76@@40.04,1.66 ± 2.54 / 37.30 ± 3.78@@1.66,33.96 ± 0.89 / 20.92 ± 1.32@@33.96,15.7.1.dev0@@150701,14.4.0@@140400,14.4.0@@140400,14.4.0@@140400
<a href='https://hf.co/sentence-transformers/distiluse-base-multilingual-cased-v2'>sentence-transformers/distiluse-base-multilingual-cased-v2</a>,🔍,3.45@@3.45,134734080.0,119547.0,512.0,✓,✗,37.22 ± 4.67 / 68.13 ± 2.48@@37.22,49.82 ± 2.71 / 62.06 ± 1.69@@49.82,6.60 ± 3.84 / 50.71 ± 1.92@@6.60,6.80 ± 0.37 / 2.13 ± 0.10@@6.80,15.7.2.dev0@@150702,12.6.1@@120601,12.6.1@@120601,12.6.1@@120601
<a href='https://hf.co/HPLT/hplt2c_nld_checkpoints'>HPLT/hplt2c_nld_checkpoints</a>,🧠,3.49@@3.49,?,262272.0,2048.0,✓,✗,68.80 ± 4.41 / 83.89 ± 2.68@@68.80,11.19 ± 4.51 / 13.29 ± 3.32@@11.19,3.27 ± 1.55 / 49.16 ± 1.39@@3.27,31.35 ± 1.56 / 19.70 ± 1.77@@31.35,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600
<a href='https://hf.co/PleIAs/Pleias-Nano'>PleIAs/Pleias-Nano</a>,🧠,3.49@@3.49,1195468800.0,65536.0,2048.0,✓,✗,48.23 ± 11.13 / 68.79 ± 9.77@@48.23,23.58 ± 4.08 / 26.01 ± 4.43@@23.58,1.79 ± 1.38 / 40.53 ± 3.24@@1.79,29.98 ± 4.10 / 18.11 ± 4.41@@29.98,15.7.1.dev0@@150701,14.0.4@@140004,14.1.2@@140102,14.3.0@@140300
<a href='https://hf.co/answerdotai/ModernBERT-base'>answerdotai/ModernBERT-base</a>,🔍,3.50@@3.50,149655232.0,50368.0,8192.0,✓,✗,33.45 ± 5.35 / 65.26 ± 2.86@@33.45,37.22 ± 3.03 / 54.42 ± 2.30@@37.22,1.27 ± 1.29 / 50.31 ± 0.75@@1.27,26.60 ± 1.24 / 13.85 ± 0.77@@26.60,15.7.1.dev0@@150701,15.5.0.dev0@@150500,15.5.0.dev0@@150500,15.5.0.dev0@@150500
<a href='https://hf.co/LiquidAI/LFM2-700M'>LiquidAI/LFM2-700M</a>,📝,3.51@@3.51,742489344.0,65536.0,128000.0,✗,✗,25.48 ± 5.03 / 47.91 ± 4.84@@25.48,32.05 ± 2.75 / 30.10 ± 2.93@@32.05,-0.11 ± 1.72 / 42.71 ± 3.14@@-0.11,36.90 ± 0.60 / 23.14 ± 1.04@@36.90,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600
<a href='https://hf.co/microsoft/phi-2'>microsoft/phi-2</a>,🧠,3.52@@3.52,2779683840.0,51200.0,2048.0,✓,✗,24.16 ± 5.28 / 58.81 ± 5.06@@24.16,38.14 ± 2.47 / 34.49 ± 2.24@@38.14,0.08 ± 2.20 / 41.56 ± 4.05@@0.08,35.25 ± 1.96 / 27.90 ± 1.82@@35.25,15.7.1.dev0@@150701,15.0.0@@150000,15.0.0@@150000,15.0.0@@150000
<a href='https://hf.co/tiiuae/Falcon3-1B-Instruct'>tiiuae/Falcon3-1B-Instruct</a>,📝,3.53@@3.53,1669408768.0,131072.0,8192.0,✓,✗,38.71 ± 1.75 / 67.66 ± 1.58@@38.71,28.25 ± 3.03 / 25.24 ± 2.38@@28.25,0.76 ± 1.10 / 33.57 ± 0.34@@0.76,31.17 ± 3.06 / 20.69 ± 2.06@@31.17,15.7.2.dev0@@150702,14.1.2@@140102,14.1.2@@140102,14.3.0@@140300
<a href='https://hf.co/tencent/Hunyuan-1.8B-Instruct'>tencent/Hunyuan-1.8B-Instruct</a>,🤔,3.55@@3.55,1791080448.0,120818.0,262144.0,✓,✗,44.60 ± 2.92 / 69.21 ± 2.31@@44.60,29.74 ± 1.75 / 26.61 ± 1.36@@29.74,-0.93 ± 1.96 / 34.80 ± 0.45@@-0.93,24.99 ± 0.76 / 0.00 ± 0.00@@24.99,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/microsoft/Phi-4-mini-reasoning'>microsoft/Phi-4-mini-reasoning</a>,🤔,3.56@@3.56,3836021760.0,200064.0,131072.0,✓,✗,51.70 ± 5.51 / 72.61 ± 4.67@@51.70,36.48 ± 3.21 / 29.80 ± 2.73@@36.48,0.22 ± 1.88 / 41.39 ± 4.01@@0.22,8.02 ± 0.52 / 0.00 ± 0.00@@8.02,15.9.1.dev0@@150901,15.9.1.dev0@@150901,15.9.1.dev0@@150901,15.9.1.dev0@@150901
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-20b-instruct'>AI-Sweden-Models/gpt-sw3-20b-instruct</a>,📝,3.64@@3.64,20918423552.0,64000.0,2048.0,✓,✗,30.08 ± 10.60 / 56.38 ± 8.18@@30.08,24.44 ± 1.62 / 25.02 ± 1.72@@24.44,4.85 ± 2.01 / 49.10 ± 2.56@@4.85,26.67 ± 3.62 / 8.58 ± 4.14@@26.67,15.7.0.dev0@@150700,9.3.1@@90301,9.3.1@@90301,14.3.0@@140300
<a href='https://hf.co/DiscoResearch/DiscoLM-70b'>DiscoResearch/DiscoLM-70b</a>,🧠,3.70@@3.70,68977172480.0,32032.0,8192.0,✗,✗,3.50 ± 0.95 / 34.06 ± 0.31@@3.50,59.81 ± 2.26 / 45.63 ± 1.86@@59.81,0.00 ± 0.00 / 33.36 ± 0.27@@0.00,3.29 ± 1.94 / 1.27 ± 1.04@@3.29,15.7.0.dev0@@150700,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301
<a href='https://hf.co/ibm-granite/granite-7b-instruct'>ibm-granite/granite-7b-instruct</a>,📝,3.70@@3.70,6738481152.0,32008.0,4096.0,✓,✗,-2.34 ± 3.52 / 45.30 ± 2.92@@-2.34,33.73 ± 2.02 / 30.41 ± 1.57@@33.73,3.78 ± 2.04 / 50.30 ± 1.51@@3.78,38.27 ± 2.96 / 14.99 ± 2.18@@38.27,15.7.1.dev0@@150701,13.2.0@@130200,13.2.0@@130200,14.2.0.dev0@@140200
<a href='https://hf.co/deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B'>deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B</a>,🤔,3.72@@3.72,1777088000.0,151936.0,131072.0,✓,✗,33.91 ± 2.69 / 66.33 ± 1.74@@33.91,21.93 ± 1.56 / 20.94 ± 1.36@@21.93,5.27 ± 1.90 / 52.45 ± 1.00@@5.27,20.23 ± 0.84 / 12.28 ± 0.68@@20.23,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001
<a href='https://hf.co/utter-project/EuroMoE-2.6B-A0.6B-Instruct-Preview'>utter-project/EuroMoE-2.6B-A0.6B-Instruct-Preview</a>,📝,3.76@@3.76,2611528704.0,128000.0,4096.0,✓,✗,5.61 ± 2.80 / 34.79 ± 0.89@@5.61,17.45 ± 3.09 / 16.62 ± 1.38@@17.45,0.00 ± 0.00 / 33.36 ± 0.27@@0.00,54.39 ± 1.53 / 36.27 ± 1.63@@54.39,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001
<a href='https://hf.co/Tweeties/tweety-7b-dutch-v24a'>Tweeties/tweety-7b-dutch-v24a</a>,📝,3.80@@3.80,7391293440.0,50257.0,1024.0,✓,✗,5.32 ± 3.61 / 43.92 ± 6.17@@5.32,35.83 ± 3.06 / 29.15 ± 2.80@@35.83,16.81 ± 3.31 / 53.38 ± 5.08@@16.81,4.02 ± 0.08 / 0.00 ± 0.00@@4.02,15.7.1.dev0@@150701,12.6.1@@120601,12.6.1@@120601,14.3.0@@140300
<a href='https://hf.co/3ebdola/Dialectal-Arabic-XLM-R-Base'>3ebdola/Dialectal-Arabic-XLM-R-Base</a>,🔍,3.82@@3.82,277455362.0,250002.0,512.0,✓,✗,5.64 ± 3.86 / 47.56 ± 4.79@@5.64,44.46 ± 2.24 / 60.04 ± 1.09@@44.46,2.07 ± 1.34 / 48.42 ± 1.31@@2.07,9.42 ± 0.30 / 2.79 ± 0.33@@9.42,15.7.1.dev0@@150701,<9.2.0@@0,<9.2.0@@0,14.2.0.dev0@@140200
<a href='https://hf.co/Qwen/Qwen1.5-0.5B-Chat'>Qwen/Qwen1.5-0.5B-Chat</a>,📝,3.82@@3.82,619570176.0,151936.0,32768.0,✗,✗,13.19 ± 7.00 / 38.67 ± 3.96@@13.19,18.66 ± 4.43 / 17.56 ± 4.28@@18.66,0.34 ± 2.02 / 43.92 ± 3.15@@0.34,37.70 ± 1.55 / 27.48 ± 1.17@@37.70,15.7.1.dev0@@150701,12.5.2@@120502,12.1.0@@120100,14.2.0.dev0@@140200
<a href='https://hf.co/HuggingFaceTB/SmolLM2-360M'>HuggingFaceTB/SmolLM2-360M</a>,🧠,3.86@@3.86,361821120.0,49152.0,8192.0,✓,✗,22.84 ± 8.78 / 52.67 ± 9.03@@22.84,20.95 ± 2.02 / 25.63 ± 1.96@@20.95,-2.11 ± 1.58 / 33.92 ± 0.78@@-2.11,27.47 ± 1.08 / 19.71 ± 0.69@@27.47,16.5.0.dev0@@160500,13.1.0@@130100,16.5.0.dev0@@160500,14.3.0@@140300
<a href='https://hf.co/utter-project/EuroVLM-1.7B-Preview'>utter-project/EuroVLM-1.7B-Preview</a>,📝,3.86@@3.86,2061162016.0,128000.0,?,✓,✗,10.35 ± 3.23 / 36.48 ± 1.63@@10.35,28.69 ± 3.73 / 25.95 ± 2.62@@28.69,1.26 ± 1.35 / 34.55 ± 1.13@@1.26,18.17 ± 0.84 / 0.00 ± 0.00@@18.17,15.9.2@@150902,15.9.2@@150902,15.9.2@@150902,15.9.2@@150902
<a href='https://hf.co/facebook/MobileLLM-R1-360M-base'>facebook/MobileLLM-R1-360M-base</a>,🧠,3.89@@3.89,359431168.0,128256.0,4096.0,✗,✗,27.48 ± 3.81 / 56.96 ± 4.79@@27.48,20.57 ± 1.99 / 23.71 ± 2.20@@20.57,0.17 ± 1.22 / 42.48 ± 4.77@@0.17,17.38 ± 1.48 / 9.35 ± 0.92@@17.38,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/ChocoLlama/ChocoLlama-2-7B-tokentrans-base'>ChocoLlama/ChocoLlama-2-7B-tokentrans-base</a>,🧠,3.91@@3.91,6885871616.0,50000.0,4096.0,✓,✗,68.53 ± 12.97 / 83.11 ± 7.49@@68.53,0.00 ± 0.00 / 0.00 ± 0.00@@0.00,1.56 ± 1.61 / 35.05 ± 1.19@@1.56,7.35 ± 1.38 / 0.01 ± 0.01@@7.35,15.7.1.dev0@@150701,14.3.0@@140300,14.3.0@@140300,14.3.0@@140300
<a href='https://hf.co/Qwen/Qwen2.5-Math-1.5B'>Qwen/Qwen2.5-Math-1.5B</a>,📝,3.95@@3.95,1543714304.0,151936.0,4096.0,✓,✗,26.68 ± 6.62 / 61.48 ± 3.19@@26.68,20.07 ± 2.97 / 16.76 ± 2.65@@20.07,0.00 ± 0.00 / 33.30 ± 0.27@@0.00,12.21 ± 1.24 / 0.00 ± 0.00@@12.21,15.7.1.dev0@@150701,15.1.0@@150100,15.1.0@@150100,15.1.0@@150100
<a href='https://hf.co/dbmdz/bert-tiny-historic-multilingual-cased'>dbmdz/bert-tiny-historic-multilingual-cased</a>,🔍,3.95@@3.95,4624642.0,32000.0,512.0,✓,✗,2.13 ± 1.98 / 36.18 ± 2.56@@2.13,41.38 ± 2.82 / 56.29 ± 1.61@@41.38,1.55 ± 1.97 / 49.24 ± 1.16@@1.55,5.09 ± 1.23 / 0.37 ± 0.14@@5.09,15.7.1.dev0@@150701,<9.2.0@@0,<9.2.0@@0,14.2.0.dev0@@140200
<a href='https://hf.co/Qwen/Qwen1.5-0.5B'>Qwen/Qwen1.5-0.5B</a>,📝,3.95@@3.95,619570176.0,151936.0,32768.0,✓,✗,10.94 ± 4.50 / 37.10 ± 2.23@@10.94,28.30 ± 3.90 / 28.67 ± 3.15@@28.30,-0.42 ± 2.41 / 37.60 ± 3.89@@-0.42,11.77 ± 0.42 / 0.02 ± 0.02@@11.77,15.7.1.dev0@@150701,12.5.2@@120502,12.1.0@@120100,14.3.0@@140300
